电影名称,上映年份,上映日期,档期类型,总票房(亿),预测票房(亿),票房预测偏差(亿),豆瓣评分,导演,主演,排片率(%),抖音话题播放量(亿),是否含流量演员,模型MAE（平均绝对误差）,模型RMSE（均方根误差）,模型R2（拟合优度）
悬崖之上3（科幻·2020）,2020,2020/11/3,普通档,0.93,20.33603,19.40602905,4.5,杜琪峰,徐峥,35.35,274.16,1,20.7962,39.4878,0.3103
战狼3（战争·2023）,2023,2023/2/13,普通档,6,21.057158,15.05715752,7.6,徐克,"徐峥,王宝强,吴京",31.83,75.88,1,20.7962,39.4878,0.3103
万里归途1（科幻·2022）,2022,2022/10/30,普通档,6.45,19.104862,12.65486221,8.1,陈思诚,"刘昊然,黄渤,沈腾",19.34,35.1,1,20.7962,39.4878,0.3103
热辣滚烫（动画·2024）,2024,2024/2/28,普通档,4.75,20.608612,15.85861206,7.6,陈思诚,"贾玲,黄渤,沈腾",20.86,115.73,1,20.7962,39.4878,0.3103
美人鱼6（动画·2023）,2023,2023/10/3,国庆档,21.93,19.484415,2.445584946,7.6,王家卫,"沈腾,雷佳音",9.84,23.08,1,20.7962,39.4878,0.3103
扫毒1（动作·2020）,2020,2020/4/9,普通档,1.79,20.201208,18.41120811,7.2,周星驰,"刘德华,雷佳音,徐峥",41.48,51.57,1,20.7962,39.4878,0.3103
流浪地球8（爱情·2021）,2021,2021/12/15,普通档,10.02,19.23784,9.217840652,8.1,王家卫,"沈腾,雷佳音,吴京,易烊千玺",7.63,2.03,1,20.7962,39.4878,0.3103
悬崖之上（喜剧·2021）,2021,2021/11/5,普通档,4.69,39.293552,34.6035524,6,郭帆,"贾玲,刘昊然,章子怡,刘德华",23.82,265.26,1,20.7962,39.4878,0.3103
无名3（喜剧·2021）,2021,2021/11/23,普通档,19.47,16.31347,3.15652916,8.4,周星驰,"刘昊然,贾玲,张译,徐峥",35.08,96.94,1,20.7962,39.4878,0.3103
无名5（爱情·2021）,2021,2021/8/16,暑期档,12.28,17.949083,5.669083328,8.4,徐克,沈腾,37.56,77,1,20.7962,39.4878,0.3103
狙击手4（动画·2022）,2022,2022/9/24,普通档,8.11,31.66798,23.55798019,6.3,张艺谋,"刘德华,易烊千玺,周冬雨,黄渤",5.66,39.56,1,20.7962,39.4878,0.3103
飞驰人生3（爱情·2021）,2021,2021/5/4,普通档,1.08,25.352293,24.27229301,5.3,宁浩,贾玲,50.97,145.95,1,20.7962,39.4878,0.3103
封神9（科幻·2024）,2024,2024/7/16,暑期档,17.03,32.350075,15.32007477,9.9,林超贤,张译,42.37,441.07,1,20.7962,39.4878,0.3103
满江红9（悬疑·2020）,2020,2020/8/3,暑期档,56.25,24.525988,31.72401237,8.1,吴京,"张译,吴京",11.86,1.54,1,20.7962,39.4878,0.3103
热辣滚烫5（动作·2020）,2020,2020/6/22,普通档,16.94,15.225052,1.71494812,7.3,陈思诚,雷佳音,7.25,10.77,1,20.7962,39.4878,0.3103
长津湖（战争·2020）,2020,2020/4/8,普通档,12.54,24.848341,12.30834099,7,张艺谋,"徐峥,张译,吴京,刘德华",58.98,128.69,1,20.7962,39.4878,0.3103
战狼8（剧情·2020）,2020,2020/1/21,春节档,3.47,16.86027,13.39026955,6.2,贾玲,"吴京,周冬雨",40.67,14.38,1,20.7962,39.4878,0.3103
唐探7（爱情·2021）,2021,2021/4/22,普通档,0.88,21.598907,20.71890747,7.3,王家卫,"周冬雨,吴京,王宝强",30.59,43.61,1,20.7962,39.4878,0.3103
万里归途（动画·2020）,2020,2020/9/8,普通档,11.25,20.324133,9.074132919,8.2,张艺谋,"张译,吴京",8.22,173.37,1,20.7962,39.4878,0.3103
战狼（战争·2021）,2021,2021/11/24,普通档,56.41,20.539162,35.87083832,9.7,林超贤,"吴京,刘昊然",33.13,7.75,1,20.7962,39.4878,0.3103
狙击手2（动作·2020）,2020,2020/4/28,普通档,10.65,37.615383,26.96538315,6.8,吴京,"易烊千玺,吴京,吴京",57.47,231.96,1,20.7962,39.4878,0.3103
叶问6（剧情·2022）,2022,2022/3/24,普通档,6.31,13.187503,6.877502861,4.6,陈凯歌,"贾玲,吴京",41.41,10.04,1,20.7962,39.4878,0.3103
误杀2（动画·2024）,2024,2024/4/17,普通档,43.39,35.034695,8.355305328,7.3,徐峥,徐峥,47.81,79.88,1,20.7962,39.4878,0.3103
唐探7（剧情·2021）,2021,2021/8/25,暑期档,23.75,19.570126,4.17987442,7.3,陈凯歌,"章子怡,黄渤",9.91,72.59,1,20.7962,39.4878,0.3103
误杀1（爱情·2023）,2023,2023/12/11,普通档,3.53,24.092716,20.56271622,9.6,张艺谋,"黄渤,周冬雨,吴京,刘昊然",14.95,18.56,1,20.7962,39.4878,0.3103
无名3（剧情·2022）,2022,2022/10/2,国庆档,13.49,19.199274,5.709274063,6.2,沈腾,张译,14.35,2.17,1,20.7962,39.4878,0.3103
西游4（爱情·2023）,2023,2023/10/6,国庆档,2.39,28.495766,26.10576569,8.4,杜琪峰,"吴京,周冬雨,沈腾",48.5,4.9,1,20.7962,39.4878,0.3103
封神3（爱情·2022）,2022,2022/7/4,暑期档,48.86,25.798702,23.06129776,5.2,周星驰,黄渤,34.8,413.49,1,20.7962,39.4878,0.3103
满江红5（喜剧·2021）,2021,2021/10/20,普通档,51.29,21.34661,29.94339088,6.7,王家卫,"黄渤,王宝强,刘昊然",12.85,86.82,1,20.7962,39.4878,0.3103
水门桥9（爱情·2021）,2021,2021/8/21,暑期档,2.23,22.886946,20.65694572,6.5,陈思诚,沈腾,27.51,115.67,1,20.7962,39.4878,0.3103
封神（悬疑·2024）,2024,2024/6/4,普通档,1.71,18.584953,16.87495331,6.8,贾玲,"徐峥,易烊千玺",9.53,0.27,1,20.7962,39.4878,0.3103
热辣滚烫3（动作·2020）,2020,2020/7/2,暑期档,2.62,14.707097,12.08709705,8.6,王家卫,"沈腾,吴京,刘昊然,徐峥",43.81,31.22,1,20.7962,39.4878,0.3103
悬崖之上7（战争·2020）,2020,2020/4/15,普通档,1.65,23.128939,21.47893867,6.8,张艺谋,"吴京,黄渤,刘德华",19.21,381.99,1,20.7962,39.4878,0.3103
悬崖之上9（动作·2023）,2023,2023/8/4,暑期档,1.69,28.172691,26.48269135,7.7,郭帆,"张译,刘昊然,沈腾,易烊千玺",45.18,11.19,1,20.7962,39.4878,0.3103
奇迹4（动画·2023）,2023,2023/4/26,普通档,0.17,42.599693,42.4296933,7.9,陈思诚,"易烊千玺,章子怡",59.16,57.26,1,20.7962,39.4878,0.3103
战狼（喜剧·2023）,2023,2023/3/12,普通档,6.6,17.964127,11.36412659,8.8,郭帆,"沈腾,雷佳音,张译,吴京",47.46,125.36,1,20.7962,39.4878,0.3103
唐探3（剧情·2022）,2022,2022/3/3,普通档,8.35,16.628855,8.278854752,7.4,林超贤,"吴京,周冬雨,吴京,黄渤",43.53,546.04,1,20.7962,39.4878,0.3103
流浪地球9（爱情·2024）,2024,2024/6/12,普通档,43.12,21.31812,21.80188095,7,周星驰,"张译,刘德华,王宝强",20.66,9.55,1,20.7962,39.4878,0.3103
热辣滚烫（悬疑·2024）,2024,2024/8/20,暑期档,0.19,20.539593,20.34959274,9.4,陈思诚,"周冬雨,刘德华,吴京",23.04,13.43,1,20.7962,39.4878,0.3103
西游9（科幻·2021）,2021,2021/10/23,普通档,193.88,22.34289,171.5371102,7.4,杜琪峰,刘昊然,5.86,19.28,1,20.7962,39.4878,0.3103
你好李焕英9（科幻·2021）,2021,2021/10/21,普通档,294.75,71.35144,223.3985596,6.9,贾玲,"沈腾,沈腾,章子怡",49.62,102.51,1,20.7962,39.4878,0.3103
流浪地球3（战争·2021）,2021,2021/5/27,普通档,30.12,37.21552,7.095518951,6.9,郭帆,"雷佳音,易烊千玺",48,7.26,1,20.7962,39.4878,0.3103
满江红3（动画·2023）,2023,2023/11/6,普通档,7.51,17.265526,9.755525818,7.5,冯小刚,"黄渤,章子怡,沈腾,雷佳音",57.75,84.51,1,20.7962,39.4878,0.3103
满江红6（动画·2025）,2025,2025/6/26,普通档,15.37,31.550116,16.18011559,7.6,吴京,"贾玲,周冬雨,沈腾",50.55,12.37,1,20.7962,39.4878,0.3103
美人鱼2（动画·2021）,2021,2021/11/22,普通档,48.84,19.09287,29.74712929,6.7,沈腾,贾玲,30.5,385.93,1,20.7962,39.4878,0.3103
美人鱼5（科幻·2020）,2020,2020/4/7,普通档,37.59,17.573511,20.01648888,8.1,杜琪峰,"王宝强,刘昊然",58.58,87.66,1,20.7962,39.4878,0.3103
西游8（爱情·2024）,2024,2024/9/7,普通档,60.81,25.115362,35.69463783,5.3,沈腾,"易烊千玺,沈腾,雷佳音",13.49,0.69,1,20.7962,39.4878,0.3103
悬崖之上（动画·2020）,2020,2020/5/23,普通档,40.33,21.78633,18.54367073,8,周星驰,"王宝强,徐峥,黄渤",13.26,12039.01,1,20.7962,39.4878,0.3103
四海1（爱情·2023）,2023,2023/6/21,普通档,52.06,19.2599,32.80010086,5.7,沈腾,"沈腾,章子怡,刘德华,黄渤",33.71,1.31,1,20.7962,39.4878,0.3103
悬崖之上8（喜剧·2024）,2024,2024/8/12,暑期档,8.16,17.869812,9.709812012,5.4,郭帆,"沈腾,沈腾,刘昊然,刘德华",49.2,111.55,1,20.7962,39.4878,0.3103
流浪地球（爱情·2024）,2024,2024/5/7,普通档,1.41,18.63291,17.22290977,8.6,沈腾,"刘德华,吴京,雷佳音,章子怡",24.12,102.05,1,20.7962,39.4878,0.3103
长津湖9（动画·2021）,2021,2021/3/11,普通档,0.97,26.560944,25.5909436,7.8,贾玲,"王宝强,徐峥",24.38,4.37,1,20.7962,39.4878,0.3103
叶问6（喜剧·2024）,2024,2024/4/11,普通档,2.17,28.666124,26.49612434,5.5,吴京,"雷佳音,贾玲,刘德华,徐峥",9.57,6.71,1,20.7962,39.4878,0.3103
水门桥2（喜剧·2020）,2020,2020/1/27,春节档,47.9,38.2824,9.617601776,5.4,徐克,"易烊千玺,雷佳音,吴京,刘德华",19.61,1.02,1,20.7962,39.4878,0.3103
奇迹9（动画·2025）,2025,2025/6/21,普通档,25.78,24.663523,1.11647728,5.3,杜琪峰,黄渤,59.38,149.55,1,20.7962,39.4878,0.3103
水门桥（剧情·2023）,2023,2023/6/22,普通档,93.88,23.032534,70.84746635,7.2,周星驰,"章子怡,吴京,周冬雨",28.53,211.43,1,20.7962,39.4878,0.3103
狙击手2（动画·2022）,2022,2022/5/2,普通档,9.81,16.036167,6.226167145,8.9,周星驰,"贾玲,吴京",20.24,1.28,1,20.7962,39.4878,0.3103
狙击手（战争·2021）,2021,2021/2/4,春节档,7.9,17.186523,9.286523438,6.9,徐克,刘昊然,28.11,207.95,1,20.7962,39.4878,0.3103
人生大事（动作·2021）,2021,2021/12/9,普通档,5.83,23.403925,17.57392494,6.7,张艺谋,雷佳音,5.71,17,1,20.7962,39.4878,0.3103
水门桥8（喜剧·2023）,2023,2023/11/16,普通档,16.41,21.9876,5.577600327,6,林超贤,"黄渤,周冬雨",6.11,48.2,1,20.7962,39.4878,0.3103
水门桥8（喜剧·2022）,2022,2022/7/5,暑期档,2.89,22.474537,19.5845369,4.6,宁浩,"易烊千玺,贾玲,吴京,徐峥",45.1,130.79,1,20.7962,39.4878,0.3103
封神3（剧情·2025）,2025,2025/2/10,普通档,46.04,21.916264,24.12373642,6.5,周星驰,"贾玲,周冬雨,刘德华",10.51,35.28,1,20.7962,39.4878,0.3103
水门桥6（爱情·2023）,2023,2023/4/12,普通档,1.14,21.388075,20.24807487,7.9,郭帆,"刘昊然,沈腾,沈腾,易烊千玺",14.69,26.72,1,20.7962,39.4878,0.3103
叶问（剧情·2021）,2021,2021/10/12,普通档,0.44,20.461481,20.02148109,4.9,冯小刚,"刘德华,沈腾,雷佳音,刘昊然",29.2,23.17,1,20.7962,39.4878,0.3103
万里归途5（悬疑·2022）,2022,2022/4/22,普通档,47.94,22.545122,25.39487785,8.9,沈腾,"章子怡,吴京,黄渤,徐峥",7.11,1.96,1,20.7962,39.4878,0.3103
奇迹（喜剧·2023）,2023,2023/3/18,普通档,0.61,19.02099,18.41099037,8.2,陈思诚,"刘德华,沈腾",30.68,12.08,1,20.7962,39.4878,0.3103
无名2（动画·2020）,2020,2020/7/3,暑期档,8.21,20.632599,12.42259888,5.9,张艺谋,"王宝强,贾玲,周冬雨,章子怡",50.01,0.47,1,20.7962,39.4878,0.3103
封神（悬疑·2023）,2023,2023/7/8,暑期档,2.23,18.777212,16.54721214,6.9,宁浩,"王宝强,易烊千玺",32.91,7.35,1,20.7962,39.4878,0.3103
战狼9（动作·2021）,2021,2021/8/17,暑期档,13.64,22.693565,9.053565369,6.3,周星驰,"周冬雨,贾玲,刘昊然",19.4,25.63,1,20.7962,39.4878,0.3103
怒火6（喜剧·2025）,2025,2025/3/10,普通档,56,23.753939,32.24606133,7.1,王家卫,"沈腾,王宝强,吴京,徐峥",45.48,132.31,1,20.7962,39.4878,0.3103
误杀6（动画·2023）,2023,2023/1/7,普通档,18.57,33.183506,14.61350601,9.9,周星驰,沈腾,59.38,27.63,1,20.7962,39.4878,0.3103
美人鱼（剧情·2020）,2020,2020/6/20,普通档,2.75,29.09853,26.34852982,7.1,林超贤,"周冬雨,刘德华,徐峥,沈腾",54.88,1.83,1,20.7962,39.4878,0.3103
唐探5（喜剧·2020）,2020,2020/11/18,普通档,2.94,18.991695,16.0516954,9.1,吴京,"沈腾,刘德华,易烊千玺,沈腾",35.81,138.19,1,20.7962,39.4878,0.3103
怒火8（战争·2024）,2024,2024/12/13,普通档,1.65,21.703142,20.05314217,7.2,杜琪峰,"吴京,吴京",46.71,140.46,1,20.7962,39.4878,0.3103
怒火5（悬疑·2022）,2022,2022/5/11,普通档,6.35,18.917288,12.56728783,7.1,陈凯歌,"雷佳音,徐峥,章子怡,黄渤",28.01,118.72,1,20.7962,39.4878,0.3103
误杀9（科幻·2021）,2021,2021/9/19,普通档,35.43,20.511694,14.91830605,4.8,陈凯歌,"王宝强,张译",18.78,119.31,1,20.7962,39.4878,0.3103
美人鱼9（战争·2025）,2025,2025/3/5,普通档,1.75,32.329956,30.57995605,7.4,王家卫,"周冬雨,贾玲,沈腾",8.82,0.87,1,20.7962,39.4878,0.3103
美人鱼4（悬疑·2024）,2024,2024/8/8,暑期档,16.9,18.22393,1.323930359,7.7,陈凯歌,"易烊千玺,徐峥,吴京",7.31,60.29,1,20.7962,39.4878,0.3103
狙击手（战争·2024）,2024,2024/4/13,普通档,1.29,26.989794,25.69979378,7.6,张艺谋,"章子怡,刘昊然,黄渤",53.3,2.13,1,20.7962,39.4878,0.3103
人生大事5（剧情·2020）,2020,2020/3/18,普通档,0.87,26.16221,25.29221046,7.7,冯小刚,沈腾,19.41,35.02,1,20.7962,39.4878,0.3103
怒火6（动作·2025）,2025,2025/7/27,暑期档,14.75,20.301363,5.551362991,7.8,徐克,"黄渤,吴京,徐峥,张译",38.88,173.59,1,20.7962,39.4878,0.3103
流浪地球4（科幻·2023）,2023,2023/10/5,国庆档,10.88,26.889507,16.00950729,6.7,周星驰,"刘昊然,黄渤",6.32,593.14,1,20.7962,39.4878,0.3103
美人鱼（战争·2023）,2023,2023/3/19,普通档,48.95,20.726149,28.22385139,7.8,贾玲,"章子怡,沈腾,刘德华,张译",7.26,18.51,1,20.7962,39.4878,0.3103
误杀5（战争·2022）,2022,2022/6/19,普通档,1.92,17.82557,15.90556915,7.7,吴京,黄渤,36.77,124.41,1,20.7962,39.4878,0.3103
怒火4（悬疑·2022）,2022,2022/12/17,普通档,136.61,29.956226,106.6537737,8.9,陈思诚,"吴京,黄渤,徐峥,雷佳音",12.45,87.65,1,20.7962,39.4878,0.3103
流浪地球5（动画·2024）,2024,2024/3/7,普通档,2.26,17.584185,15.32418465,7.8,林超贤,黄渤,31.51,1.65,1,20.7962,39.4878,0.3103
叶问4（剧情·2022）,2022,2022/9/12,普通档,1.94,16.446928,14.50692802,7.3,徐峥,"周冬雨,徐峥,吴京",58.79,0.21,1,20.7962,39.4878,0.3103
奇迹（爱情·2023）,2023,2023/5/23,普通档,12.05,24.420334,12.37033386,7.4,吴京,周冬雨,13.25,40.73,1,20.7962,39.4878,0.3103
奇迹（悬疑·2022）,2022,2022/9/22,普通档,1.17,18.645948,17.47594841,9.3,郭帆,"贾玲,张译,沈腾",50.31,56.33,1,20.7962,39.4878,0.3103
万里归途（剧情·2024）,2024,2024/2/9,普通档,8.44,12.479114,4.039113579,6.3,陈凯歌,"王宝强,徐峥,张译",41.42,31.55,1,20.7962,39.4878,0.3103
长津湖8（剧情·2025）,2025,2025/8/30,暑期档,7.74,19.657389,11.91738869,6.3,杜琪峰,黄渤,45.02,122.74,1,20.7962,39.4878,0.3103
流浪地球1（悬疑·2020）,2020,2020/9/19,普通档,24.02,20.336285,3.683715363,6.3,郭帆,"沈腾,王宝强,贾玲,雷佳音",24.56,1227.42,1,20.7962,39.4878,0.3103
无名5（爱情·2025）,2025,2025/8/27,暑期档,49.11,23.591063,25.51893745,5.5,徐克,"雷佳音,贾玲,刘德华",41.61,33.51,1,20.7962,39.4878,0.3103
长津湖（动画·2023）,2023,2023/6/17,普通档,13.16,11.54276,1.617240105,7.7,冯小刚,雷佳音,10.06,14.91,1,20.7962,39.4878,0.3103
热辣滚烫4（喜剧·2022）,2022,2022/4/4,普通档,33.01,18.156221,14.85377861,8.1,王家卫,吴京,42.17,77.67,1,20.7962,39.4878,0.3103
水门桥3（剧情·2025）,2025,2025/1/2,普通档,6.37,30.122551,23.75255096,8.7,吴京,章子怡,52.29,64.42,1,20.7962,39.4878,0.3103
飞驰人生5（剧情·2023）,2023,2023/8/17,暑期档,10.02,17.646362,7.626362305,8.7,林超贤,"黄渤,沈腾,王宝强",7.98,5.41,1,20.7962,39.4878,0.3103
飞驰人生3（悬疑·2025）,2025,2025/11/25,普通档,2.16,15.8450985,13.6850985,7.5,林超贤,"沈腾,王宝强,吴京,吴京",22.8,13.98,1,20.7962,39.4878,0.3103
怒火3（剧情·2025）,2025,2025/8/6,暑期档,43.53,16.561987,26.96801308,7.5,林超贤,"周冬雨,雷佳音",58.7,52.89,1,20.7962,39.4878,0.3103
流浪地球3（爱情·2022）,2022,2022/11/7,普通档,41.44,18.309023,23.1309771,8,周星驰,雷佳音,32.38,26.36,1,20.7962,39.4878,0.3103
你好李焕英2（动作·2023）,2023,2023/10/1,国庆档,12.39,18.146484,5.756484375,7.9,周星驰,"沈腾,王宝强,章子怡,吴京",7.02,86.71,1,20.7962,39.4878,0.3103
唐探（科幻·2021）,2021,2021/10/25,普通档,5.49,21.635235,16.14523483,7.2,宁浩,"贾玲,王宝强",45.66,80.34,1,20.7962,39.4878,0.3103
水门桥2（悬疑·2020）,2020,2020/6/10,普通档,46.58,22.370344,24.20965584,6.3,王家卫,吴京,51.72,11.96,1,20.7962,39.4878,0.3103
无名9（剧情·2021）,2021,2021/3/27,普通档,33.5,24.300135,9.199865341,8.1,郭帆,刘德华,14.67,60.18,1,20.7962,39.4878,0.3103
飞驰人生（爱情·2022）,2022,2022/1/20,普通档,0.56,17.781898,17.2218985,7.5,林超贤,徐峥,17.67,0.36,1,20.7962,39.4878,0.3103
流浪地球（剧情·2021）,2021,2021/11/15,普通档,1.45,11.19089,9.740890312,7,王家卫,王宝强,49.54,11.68,1,20.7962,39.4878,0.3103
长津湖9（悬疑·2024）,2024,2024/8/29,暑期档,41.05,20.098028,20.95197182,6.9,林超贤,"徐峥,雷佳音,沈腾",35.83,3.93,1,20.7962,39.4878,0.3103
热辣滚烫（动画·2022）,2022,2022/10/5,国庆档,0.55,32.03909,31.4890892,6.6,杜琪峰,"王宝强,徐峥",32.29,231.57,1,20.7962,39.4878,0.3103
水门桥4（动作·2025）,2025,2025/12/22,普通档,12,23.3866,11.38660049,4.6,张艺谋,易烊千玺,45.68,5.36,1,20.7962,39.4878,0.3103
你好李焕英（战争·2024）,2024,2024/3/17,普通档,21.67,17.781618,3.888381882,9.3,林超贤,"刘昊然,沈腾,王宝强,黄渤",8.13,56.38,1,20.7962,39.4878,0.3103
万里归途2（剧情·2025）,2025,2025/8/18,暑期档,1.64,25.004694,23.36469398,7.8,郭帆,贾玲,48.95,20.94,1,20.7962,39.4878,0.3103
误杀8（动作·2023）,2023,2023/7/6,暑期档,0.37,7.5496893,7.179689293,7.7,贾玲,"张译,易烊千玺",56.65,16.54,1,20.7962,39.4878,0.3103
叶问（战争·2025）,2025,2025/11/20,普通档,7.74,23.145874,15.40587402,5.7,吴京,"章子怡,易烊千玺",41.18,887.62,1,20.7962,39.4878,0.3103
你好李焕英7（动作·2020）,2020,2020/7/4,暑期档,28.13,23.893602,4.236397629,5.8,吴京,刘德华,44.5,3.21,1,20.7962,39.4878,0.3103
无名8（悬疑·2021）,2021,2021/3/12,普通档,1.85,19.071264,17.22126427,8.2,张艺谋,"沈腾,徐峥",5.71,130.73,1,20.7962,39.4878,0.3103
四海8（动画·2021）,2021,2021/8/11,暑期档,189.59,13.815108,175.7748917,7.4,徐克,雷佳音,17.58,109.9,1,20.7962,39.4878,0.3103
飞驰人生4（科幻·2021）,2021,2021/6/26,普通档,1.29,17.113914,15.82391449,5.3,贾玲,"黄渤,沈腾,张译,徐峥",27.32,133.73,1,20.7962,39.4878,0.3103
扫毒4（爱情·2023）,2023,2023/3/15,普通档,8.44,14.448873,6.008872566,6.7,王家卫,"易烊千玺,贾玲,刘昊然,吴京",47.63,287.19,1,20.7962,39.4878,0.3103
人生大事7（悬疑·2022）,2022,2022/4/14,普通档,48,19.049131,28.95086861,8.3,王家卫,"黄渤,章子怡,易烊千玺,沈腾",34.37,168.98,1,20.7962,39.4878,0.3103
水门桥6（动画·2025）,2025,2025/7/21,暑期档,39.35,15.488495,23.86150513,7.3,吴京,"周冬雨,刘昊然",18.06,125.9,1,20.7962,39.4878,0.3103
水门桥6（科幻·2023）,2023,2023/2/8,普通档,15.61,24.68761,9.077610626,6.9,沈腾,"王宝强,吴京",28.98,33.52,1,20.7962,39.4878,0.3103
怒火9（动作·2022）,2022,2022/1/17,普通档,58.33,22.96416,35.36583908,7.5,宁浩,"易烊千玺,张译,周冬雨",9.43,499.44,1,20.7962,39.4878,0.3103
四海6（动画·2022）,2022,2022/1/8,普通档,7.92,23.562208,15.64220818,6,冯小刚,"黄渤,沈腾,周冬雨",12.28,3.41,1,20.7962,39.4878,0.3103
水门桥9（悬疑·2021）,2021,2021/7/4,暑期档,2.21,17.844366,15.63436607,8,杜琪峰,"贾玲,张译,刘昊然,黄渤",15.4,117.62,1,20.7962,39.4878,0.3103
唐探（喜剧·2024）,2024,2024/10/13,普通档,21.75,24.699923,2.949922562,6.2,吴京,"周冬雨,黄渤,沈腾,沈腾",28.01,25.58,1,20.7962,39.4878,0.3103
误杀（剧情·2023）,2023,2023/7/14,暑期档,37.3,17.8406,19.45940094,5.6,贾玲,"刘德华,易烊千玺,徐峥,刘昊然",37.63,17.62,1,20.7962,39.4878,0.3103
扫毒（剧情·2021）,2021,2021/2/12,普通档,7.75,28.424707,20.67470741,6.4,周星驰,"贾玲,章子怡,吴京,雷佳音",26.85,84.29,1,20.7962,39.4878,0.3103
误杀（喜剧·2022）,2022,2022/11/22,普通档,7.24,15.398362,8.15836216,7.5,宁浩,"章子怡,黄渤",54.83,46.27,1,20.7962,39.4878,0.3103
扫毒（科幻·2020）,2020,2020/6/22,普通档,12.08,20.432098,8.352098389,6.1,吴京,"刘昊然,雷佳音,刘德华,黄渤",38.84,17.66,1,20.7962,39.4878,0.3103
狙击手3（战争·2022）,2022,2022/9/20,普通档,9.32,19.61551,10.29551094,7.6,杜琪峰,"徐峥,沈腾,王宝强,周冬雨",37.29,41.03,1,20.7962,39.4878,0.3103
美人鱼5（科幻·2023）,2023,2023/9/2,普通档,0.77,19.263687,18.49368713,8.6,陈凯歌,吴京,45.19,25.5,1,20.7962,39.4878,0.3103
扫毒5（战争·2023）,2023,2023/8/20,暑期档,34.35,18.387365,15.96263466,6.1,徐峥,"雷佳音,章子怡,徐峥,黄渤",54.43,156.84,1,20.7962,39.4878,0.3103
长津湖2（喜剧·2024）,2024,2024/6/28,普通档,39.71,31.590733,8.119267426,6.8,沈腾,"王宝强,章子怡,沈腾",48.04,439.52,1,20.7962,39.4878,0.3103
西游9（悬疑·2021）,2021,2021/6/14,普通档,40.97,16.525944,24.44405624,7.6,陈思诚,"沈腾,易烊千玺,吴京",7.15,125.36,1,20.7962,39.4878,0.3103
战狼（动画·2022）,2022,2022/9/9,普通档,1.28,19.506575,18.22657463,7.2,徐克,"沈腾,刘德华",46.19,404.56,1,20.7962,39.4878,0.3103
万里归途3（爱情·2020）,2020,2020/11/2,普通档,53.19,23.294035,29.89596504,7.9,陈思诚,"贾玲,周冬雨,刘德华",20.61,2.03,1,20.7962,39.4878,0.3103
扫毒3（动作·2025）,2025,2025/2/4,春节档,2.44,14.576998,12.13699776,5.7,郭帆,易烊千玺,7.8,9.36,1,20.7962,39.4878,0.3103
万里归途2（科幻·2022）,2022,2022/11/9,普通档,4.65,17.746563,13.09656296,7,徐克,"黄渤,易烊千玺,章子怡,贾玲",54.82,121.84,1,20.7962,39.4878,0.3103
飞驰人生4（动画·2023）,2023,2023/4/16,普通档,20.45,20.75383,0.303829956,6.9,宁浩,"易烊千玺,王宝强",31.85,46.08,1,20.7962,39.4878,0.3103
